architecture,seed,episode_id,phase,cell,count,mass,baseline_gap,candidate_gap,gap_delta
innovation,275000001,valid:lambda4:274000005:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000005:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000005:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000005:analytic,post,CC,62,0.6595744680851063,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000005:analytic,post,CW,9,0.09574468085106383,0.0,0.06023158925644895,0.06023158925644895
innovation,275000001,valid:lambda4:274000005:analytic,post,WC,5,0.05319148936170213,0.03764277316154318,0.0,-0.03764277316154318
innovation,275000001,valid:lambda4:274000005:analytic,post,WW,15,0.1595744680851064,0.06240604278889108,0.06615893384243579,0.0037528910535447116
innovation,275000001,valid:lambda4:274000006:period4_hold,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:period4_hold,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,initial,CC,2,0.4,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,initial,WC,1,0.2,0.1291719436645508,0.0,-0.1291719436645508
innovation,275000001,valid:lambda4:274000006:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,post,CC,1,0.2,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,post,WC,1,0.2,0.24039688110351562,0.0,-0.24039688110351562
innovation,275000001,valid:lambda4:274000006:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,initial,CC,2,0.2222222222222222,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,initial,CW,1,0.1111111111111111,0.0,0.07866361406114367,0.07866361406114367
innovation,275000002,valid:lambda3:273000001:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,post,CC,3,0.3333333333333333,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,post,CW,1,0.1111111111111111,0.0,0.02397335900200738,0.02397335900200738
innovation,275000002,valid:lambda3:273000001:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,post,WW,2,0.2222222222222222,0.11738501654730903,0.11738501654730903,0.0
innovation,275000002,valid:lambda3:273000001:neural,initial,CC,2,0.2222222222222222,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:neural,initial,CW,1,0.1111111111111111,0.0,0.07866361406114367,0.07866361406114367
innovation,275000002,valid:lambda3:273000001:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:neural,post,CC,3,0.3333333333333333,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:neural,post,CW,1,0.1111111111111111,0.0,0.02397335900200738,0.02397335900200738
innovation,275000002,valid:lambda3:273000001:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:neural,post,WW,2,0.2222222222222222,0.11738501654730903,0.11738501654730903,0.0
innovation,275000002,valid:lambda3:273000001:period4_hold,initial,CC,1,0.0006093845216331506,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:period4_hold,initial,CW,1,0.0006093845216331506,0.0,0.00017324618491219865,0.00017324618491219865
innovation,275000002,valid:lambda3:273000001:period4_hold,initial,WC,1,0.0006093845216331506,5.811543670970445e-10,0.0,-5.811543670970445e-10
innovation,275000002,valid:lambda3:273000001:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:period4_hold,post,CC,702,0.42778793418647165,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:period4_hold,post,CW,339,0.20658135283363802,0.0,0.0051857482217420245,0.0051857482217420245
innovation,275000002,valid:lambda3:273000001:period4_hold,post,WC,35,0.021328458257160267,0.0010458818664643766,0.0,-0.0010458818664643766
innovation,275000002,valid:lambda3:273000001:period4_hold,post,WW,562,0.3424741011578306,0.016471817172350932,0.016471817172350932,0.0
innovation,275000002,valid:lambda3:273000002:neural,initial,CC,1,0.2,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:neural,initial,CW,2,0.4,0.0,0.038322830200195314,0.038322830200195314
innovation,275000002,valid:lambda3:273000002:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:neural,post,CC,2,0.4,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,initial,CC,3,0.25,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,post,CC,5,0.4166666666666667,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,post,WW,4,0.3333333333333333,0.07019261519114177,0.07019261519114177,0.0
innovation,275000002,valid:lambda3:273000002:analytic,initial,CC,1,0.2,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,initial,CW,2,0.4,0.0,0.038322830200195314,0.038322830200195314
innovation,275000002,valid:lambda3:273000002:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,post,CC,2,0.4,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:period4_hold,initial,CW,1,0.0006093845216331506,0.0,4.1776862833138137e-05,4.1776862833138137e-05
innovation,275000002,valid:lambda3:273000003:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:period4_hold,post,CC,853,0.5198049969530774,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:period4_hold,post,CW,36,0.021937842778793418,0.0,0.0013210328884926748,0.0013210328884926748
innovation,275000002,valid:lambda3:273000003:period4_hold,post,WC,398,0.2425350396099939,0.012290246017381667,0.0,-0.012290246017381667
innovation,275000002,valid:lambda3:273000003:period4_hold,post,WW,351,0.21389396709323583,0.0024904834287040193,0.0028479134142943667,0.00035742998559034744
innovation,275000002,valid:lambda3:273000003:analytic,initial,CC,3,1.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,initial,CC,3,1.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:analytic,initial,CC,2,0.0196078431372549,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:analytic,initial,WC,1,0.00980392156862745,0.0015570883657418046,0.0,-0.0015570883657418046
innovation,275000002,valid:lambda3:273000004:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:analytic,post,CC,73,0.7156862745098039,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:analytic,post,CW,5,0.049019607843137254,0.0,0.006548956328747319,0.006548956328747319
innovation,275000002,valid:lambda3:273000004:analytic,post,WC,6,0.058823529411764705,0.019559112249636183,0.0,-0.019559112249636183
innovation,275000002,valid:lambda3:273000004:analytic,post,WW,15,0.14705882352941177,0.040874761693617874,0.047816865584429574,0.0069421038908117
innovation,275000002,valid:lambda3:273000004:neural,initial,CC,2,0.01904761904761905,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:neural,initial,WC,1,0.009523809523809525,0.0015126001267206101,0.0,-0.0015126001267206101
innovation,275000002,valid:lambda3:273000004:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:neural,post,CC,73,0.6952380952380952,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:neural,post,CW,9,0.08571428571428572,0.0,0.03745418730236235,0.03745418730236235
innovation,275000002,valid:lambda3:273000004:neural,post,WC,6,0.05714285714285714,0.028612554640997025,0.0,-0.028612554640997025
innovation,275000002,valid:lambda3:273000004:neural,post,WW,14,0.13333333333333333,0.021525687263125464,0.022078091757638113,0.000552404494512649
innovation,275000002,valid:lambda3:273000004:period4_hold,initial,CC,1,0.01639344262295082,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:period4_hold,initial,WW,2,0.03278688524590164,0.004697017982357838,0.004697049250368212,3.1268010374473076e-08
innovation,275000002,valid:lambda3:273000004:period4_hold,post,CC,36,0.5901639344262295,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:period4_hold,post,CW,8,0.13114754098360656,0.0,0.043799462865610594,0.043799462865610594
innovation,275000002,valid:lambda3:273000004:period4_hold,post,WC,1,0.01639344262295082,0.00718445074362833,0.0,-0.00718445074362833
innovation,275000002,valid:lambda3:273000004:period4_hold,post,WW,13,0.21311475409836064,0.051972780071321084,0.044273251392802256,-0.0076995286785188286
innovation,275000002,valid:lambda3:273000005:neural,initial,CC,1,1.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:period4_hold,initial,CC,1,0.0006093845216331506,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:period4_hold,initial,WC,2,0.001218769043266301,5.4857485327758417e-05,0.0,-5.4857485327758417e-05
innovation,275000002,valid:lambda3:273000005:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:period4_hold,post,CC,781,0.47592931139549055,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:period4_hold,post,CW,267,0.16270566727605118,0.0,0.004235604999270256,0.004235604999270256
innovation,275000002,valid:lambda3:273000005:period4_hold,post,WC,18,0.010968921389396709,0.0005616810465643567,0.0,-0.0005616810465643567
innovation,275000002,valid:lambda3:273000005:period4_hold,post,WW,572,0.3485679463741621,0.016325455333749236,0.016325455333749236,0.0
innovation,275000002,valid:lambda3:273000005:analytic,initial,CC,1,1.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:period4_hold,initial,WC,1,0.0006093845216331506,9.927162667878294e-05,0.0,-9.927162667878294e-05
innovation,275000002,valid:lambda3:273000006:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:period4_hold,post,CC,1092,0.6654478976234004,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:period4_hold,post,CW,26,0.015843997562461912,0.0,0.002819862691169102,0.002819862691169102
innovation,275000002,valid:lambda3:273000006:period4_hold,post,WC,433,0.2638634978671542,0.048179014872516676,0.0,-0.048179014872516676
innovation,275000002,valid:lambda3:273000006:period4_hold,post,WW,87,0.05301645338208409,0.008461402074219903,0.007772326905287162,-0.000689075168932741
innovation,275000002,valid:lambda3:273000006:analytic,initial,CC,2,0.14285714285714285,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:analytic,initial,CW,1,0.07142857142857142,0.0,0.06451954160417829,0.06451954160417829
innovation,275000002,valid:lambda3:273000006:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:analytic,post,CC,5,0.35714285714285715,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:analytic,post,CW,1,0.07142857142857142,0.0,0.03396238599504743,0.03396238599504743
innovation,275000002,valid:lambda3:273000006:analytic,post,WC,1,0.07142857142857142,0.062493392399379184,0.0,-0.062493392399379184
innovation,275000002,valid:lambda3:273000006:analytic,post,WW,4,0.2857142857142857,0.21344453947884695,0.08717376845223564,-0.12627077102661133
innovation,275000002,valid:lambda3:273000006:neural,initial,CC,2,0.1111111111111111,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:neural,initial,CW,1,0.05555555555555555,0.0,0.05018186569213867,0.05018186569213867
innovation,275000002,valid:lambda3:273000006:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:neural,post,CC,5,0.2777777777777778,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:neural,post,CW,3,0.16666666666666666,0.0,0.10077179802788629,0.10077179802788629
innovation,275000002,valid:lambda3:273000006:neural,post,WC,3,0.16666666666666666,0.09676525327894422,0.0,-0.09676525327894422
innovation,275000002,valid:lambda3:273000006:neural,post,WW,4,0.2222222222222222,0.08990833494398329,0.08990833494398329,0.0
innovation,275000002,valid:lambda4:274000001:analytic,initial,CC,2,0.08,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:analytic,initial,WW,1,0.04,0.001957244873046875,0.001957244873046875,0.0
innovation,275000002,valid:lambda4:274000001:analytic,post,CC,12,0.48,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:analytic,post,CW,1,0.04,0.0,0.007901420593261719,0.007901420593261719
innovation,275000002,valid:lambda4:274000001:analytic,post,WC,2,0.08,0.0206512451171875,0.0,-0.0206512451171875
innovation,275000002,valid:lambda4:274000001:analytic,post,WW,7,0.28,0.1277385139465332,0.1277385139465332,0.0
innovation,275000002,valid:lambda4:274000001:neural,initial,CC,2,0.1111111111111111,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:neural,initial,WC,1,0.05555555555555555,0.0027181837293836805,0.0,-0.0027181837293836805
innovation,275000002,valid:lambda4:274000001:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:neural,post,CC,4,0.2222222222222222,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:neural,post,WC,1,0.05555555555555555,0.025976181030273438,0.0,-0.025976181030273438
innovation,275000002,valid:lambda4:274000001:neural,post,WW,10,0.5555555555555556,0.1484930780198839,0.10747342639499241,-0.04101965162489149
innovation,275000002,valid:lambda4:274000001:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:period4_hold,initial,WC,1,0.0006093845216331506,2.981554364954677e-05,0.0,-2.981554364954677e-05
innovation,275000002,valid:lambda4:274000001:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:period4_hold,post,CC,732,0.4460694698354662,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000001:period4_hold,post,CW,12,0.007312614259597806,0.0,0.002948677300099263,0.002948677300099263
innovation,275000002,valid:lambda4:274000001:period4_hold,post,WC,176,0.10725167580743449,0.007269177765180831,0.0,-0.007269177765180831
innovation,275000002,valid:lambda4:274000001:period4_hold,post,WW,718,0.43753808653260207,0.01180290594687918,0.011549482543173539,-0.000253423403705641
innovation,275000002,valid:lambda4:274000002:neural,initial,CC,1,1.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:period4_hold,initial,WC,1,0.0006093845216331506,5.811543670970445e-10,0.0,-5.811543670970445e-10
innovation,275000002,valid:lambda4:274000002:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:period4_hold,post,CC,725,0.4418037781840341,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:period4_hold,post,CW,145,0.08836075563680683,0.0,0.002510079953962532,0.002510079953962532
innovation,275000002,valid:lambda4:274000002:period4_hold,post,WC,119,0.0725167580743449,0.004204478080791355,0.0,-0.004204478080791355
innovation,275000002,valid:lambda4:274000002:period4_hold,post,WW,649,0.39549055453991466,0.010185255792212152,0.010185255792212152,0.0
innovation,275000002,valid:lambda4:274000002:analytic,initial,CC,1,1.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:period4_hold,initial,CC,1,0.0006093845216331506,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:period4_hold,initial,WC,1,0.0006093845216331506,1.162308734194089e-09,0.0,-1.162308734194089e-09
innovation,275000002,valid:lambda4:274000003:period4_hold,initial,WW,1,0.0006093845216331506,1.4310926289764721e-05,1.4310926289764721e-05,0.0
innovation,275000002,valid:lambda4:274000003:period4_hold,post,CC,783,0.47714808043875684,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:period4_hold,post,CW,179,0.10907982937233394,0.0,0.017986277848173395,0.017986277848173395
innovation,275000002,valid:lambda4:274000003:period4_hold,post,WC,398,0.2425350396099939,0.052442929499182736,0.0,-0.052442929499182736
innovation,275000002,valid:lambda4:274000003:period4_hold,post,WW,278,0.16940889701401585,0.03283508938307591,0.02608657624211564,-0.006748513140960269
innovation,275000002,valid:lambda4:274000003:analytic,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:analytic,initial,WW,1,1.0,9.5367431640625e-07,9.5367431640625e-07,0.0
innovation,275000002,valid:lambda4:274000003:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,initial,CC,2,0.6666666666666666,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,initial,WC,1,0.3333333333333333,6.357828776041666e-07,0.0,-6.357828776041666e-07
innovation,275000002,valid:lambda4:274000003:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:analytic,initial,CC,1,0.05,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:analytic,initial,WC,1,0.05,0.016060256958007814,0.0,-0.016060256958007814
innovation,275000002,valid:lambda4:274000004:analytic,initial,WW,1,0.05,0.002446556091308594,0.002446556091308594,0.0
innovation,275000002,valid:lambda4:274000004:analytic,post,CC,11,0.55,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:analytic,post,CW,1,0.05,0.0,0.0019014835357666015,0.0019014835357666015
innovation,275000002,valid:lambda4:274000004:analytic,post,WC,1,0.05,0.0198622465133667,0.0,-0.0198622465133667
innovation,275000002,valid:lambda4:274000004:analytic,post,WW,4,0.2,0.09148366451263427,0.10500051975250244,0.013516855239868161
innovation,275000002,valid:lambda4:274000004:neural,initial,CC,1,0.06666666666666667,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:neural,initial,WC,2,0.13333333333333333,0.015125274658203125,0.0,-0.015125274658203125
innovation,275000002,valid:lambda4:274000004:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:neural,post,CC,5,0.3333333333333333,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:neural,post,CW,1,0.06666666666666667,0.0,0.00986328125,0.00986328125
