architecture,seed,episode_id,regime,case,arm,rows,initial_rows,post_rows,baseline_full_agreement,candidate_full_agreement,baseline_primary_agreement,candidate_primary_agreement,initial_agreement_contribution,post_agreement_contribution,reweight_agreement,baseline_full_gap,candidate_full_gap,baseline_primary_gap,candidate_primary_gap,initial_gap_contribution,post_gap_contribution,reweight_gap
innovation,275000003,valid:lambda4:274000002:analytic,lambda4,1,analytic,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059101104736328125,0.059101104736328125,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000003:period4_hold,lambda4,2,period4_hold,1641,3,1638,0.7580743449116393,0.43205362583790374,0.7588522588522588,0.43284493284493286,-0.0006093845216331506,-0.32541133455210236,0.000595991455223599,0.033136540110121404,0.1365969165079046,0.03318289144280775,0.13683275512723259,5.811543670970445e-10,0.10346037581662881,-0.00018948786779601767
innovation,275000003,valid:lambda4:274000003:analytic,lambda4,2,analytic,1,1,0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,9.5367431640625e-07,0.0,0.0,9.5367431640625e-07,0.0,0.0
innovation,275000003,valid:lambda4:274000003:neural,lambda4,2,neural,3,3,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.13674100240071616,0.1777623494466146,0.0,0.0,0.04102134704589844,0.0,0.0
innovation,275000003,valid:lambda4:274000004:analytic,lambda4,3,analytic,20,3,17,0.75,0.7,0.8235294117647058,0.7058823529411765,0.05,-0.1,0.01764705882352932,0.11252973079681397,0.13006813526153566,0.09295427097993739,0.15014303431791418,-0.031072044372558595,0.04861044883728027,-0.008578314500696516
innovation,275000003,valid:lambda4:274000004:neural,lambda4,3,neural,15,3,12,0.4666666666666667,0.7333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.26666666666666666,-0.06666666666666665,0.3904991149902344,0.0766596794128418,0.48812389373779297,0.09582459926605225,0.0,-0.3138394355773926,0.07845985889434814
innovation,275000003,valid:lambda4:274000004:period4_hold,lambda4,3,period4_hold,47,3,44,0.574468085106383,0.6595744680851063,0.5454545454545454,0.6363636363636364,0.0,0.0851063829787234,-0.005802707930367537,0.15202788089184052,0.09872321879610102,0.1623934182253751,0.10545434735038063,0.0,-0.05330466209573949,0.0036344087792549717
innovation,275000003,valid:lambda4:274000005:neural,lambda4,4,neural,82,3,79,0.8658536585365854,0.9024390243902439,0.8734177215189873,0.8987341772151899,0.012195121951219513,0.024390243902439025,-0.0009262117937635303,0.03560755892497737,0.019553289180848657,0.03502508960192716,0.020295819149741642,-0.0018638750401938835,-0.014190394703934833,0.0005388757482506883
innovation,275000003,valid:lambda4:274000005:period4_hold,lambda4,4,period4_hold,1641,3,1638,0.06764168190127971,0.22425350396099938,0.06593406593406594,0.22283272283272285,0.0,0.15661182205971969,-0.00028683483893721107,0.15331018784654932,0.136702106392725,0.15359097573637817,0.13695247655095344,0.0,-0.01660808145382432,3.0417731600413528e-05
innovation,275000003,valid:lambda4:274000005:analytic,lambda4,4,analytic,94,3,91,0.7021276595744681,0.7872340425531915,0.7032967032967034,0.7802197802197802,0.010638297872340425,0.07446808510638298,-0.0024549918166938967,0.13344377659736795,0.09793437288162556,0.13616348622919439,0.10116297858101982,-0.0016259335457010473,-0.03388347017004135,0.0011170374781332218
innovation,275000003,valid:lambda4:274000006:period4_hold,lambda4,5,period4_hold,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000006:analytic,lambda4,5,analytic,5,3,2,1.0,0.6,1.0,1.0,-0.4,0.0,0.0,0.0,0.14963436126708984,0.0,0.0,0.14963436126708984,0.0,0.0
innovation,275000003,valid:lambda4:274000006:neural,lambda4,5,neural,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000001:analytic,lambda3,0,analytic,9,3,6,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,-0.1111111111111111,0.0,0.0,0.21778265635172525,0.30162302652994794,0.17607752482096353,0.17607752482096353,0.08384037017822266,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000001:neural,lambda3,0,neural,9,3,6,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,-0.1111111111111111,0.0,0.0,0.21778265635172525,0.30162302652994794,0.17607752482096353,0.17607752482096353,0.08384037017822266,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000001:period4_hold,lambda3,0,period4_hold,1641,3,1638,0.5161486898232784,0.40036563071297987,0.5152625152625152,0.3992673992673993,0.0,-0.1157830591102986,0.00021205688481731877,0.017114083553363024,0.022077987137398728,0.017145428028735487,0.02211842301127675,0.0,0.004963903584035702,-9.091398505559414e-06
innovation_gru,275000001,valid:lambda3:273000002:neural,lambda3,1,neural,5,3,2,1.0,0.6,1.0,1.0,-0.4,0.0,0.0,0.0,0.038322830200195314,0.0,0.0,0.038322830200195314,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000002:period4_hold,lambda3,1,period4_hold,12,3,9,0.6666666666666666,0.75,0.5555555555555556,0.6666666666666666,0.0,0.08333333333333333,-0.02777777777777772,0.11733520030975342,0.04013224442799886,0.1564469337463379,0.053509659237331815,0.0,-0.07720295588175456,0.02573431862725152
innovation_gru,275000001,valid:lambda3:273000002:analytic,lambda3,1,analytic,5,3,2,1.0,0.6,1.0,1.0,-0.4,0.0,0.0,0.0,0.038322830200195314,0.0,0.0,0.038322830200195314,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000003:period4_hold,lambda3,2,period4_hold,1641,3,1638,0.45399146861669715,0.7349177330895795,0.452991452991453,0.7350427350427351,-0.0006093845216331506,0.28153564899451555,-0.0005156330567665512,0.01681594133812941,0.008830770931906413,0.01684673976548862,0.008598960071838527,0.00024753107957764417,-0.008232701485800641,1.5078207849451158e-05
innovation_gru,275000001,valid:lambda3:273000003:analytic,lambda3,2,analytic,3,3,0,1.0,0.6666666666666666,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.19847329457600912,0.0,0.0,0.19847329457600912,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000003:neural,lambda3,2,neural,3,3,0,1.0,0.6666666666666666,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.19847329457600912,0.0,0.0,0.19847329457600912,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000004:analytic,lambda3,3,analytic,102,3,99,0.8529411764705882,0.8333333333333334,0.8484848484848485,0.8282828282828283,0.0,-0.0196078431372549,0.0005941770647653194,0.03283593233893899,0.037318725211947575,0.03383096059163412,0.03844959567291568,0.0,0.004482792873008579,-0.00013584220827298193
innovation_gru,275000001,valid:lambda3:273000004:neural,lambda3,3,neural,105,3,102,0.8476190476190476,0.780952380952381,0.8431372549019608,0.7745098039215687,0.0,-0.06666666666666667,0.0019607843137254694,0.02846706027076358,0.049778288886660624,0.02930432674931545,0.05124235620685652,0.0,0.021311228615897043,-0.000626800841644029
innovation_gru,275000001,valid:lambda3:273000004:period4_hold,lambda3,3,period4_hold,61,3,58,0.5737704918032787,0.5901639344262295,0.5862068965517241,0.603448275862069,0.0,0.01639344262295082,-0.0008479366873940415,0.11284745325807666,0.1486442753526031,0.11374439042190025,0.1513927722799367,0.0,0.03579682209452645,-0.001851559763509994
innovation_gru,275000001,valid:lambda3:273000005:neural,lambda3,4,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000005:period4_hold,lambda3,4,period4_hold,1641,3,1638,0.5801340645947592,0.6593540524070689,0.5793650793650794,0.6593406593406593,-0.0006093845216331506,0.07982937233394272,-0.00014620764163719713,0.01844091563599637,0.016659197176759524,0.01847469020675827,0.016634751152206254,5.485690417339132e-05,-0.0018365753634102383,3.3636911417761223e-06
innovation_gru,275000001,valid:lambda3:273000005:analytic,lambda3,4,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda3:273000006:period4_hold,lambda3,5,period4_hold,1641,3,1638,0.8062157221206582,0.9591712370505789,0.8058608058608059,0.9597069597069597,-0.0006093845216331506,0.15356489945155394,-0.00028125439459991686,0.0399315232260063,0.0065783371219251445,0.040004657883929394,0.006490931915567326,9.927162667878294e-05,-0.033452457730759944,6.126823760212174e-05
innovation_gru,275000001,valid:lambda3:273000006:analytic,lambda3,5,analytic,14,3,11,0.5714285714285714,0.5,0.45454545454545453,0.5454545454545454,-0.14285714285714285,0.07142857142857142,-0.01948051948051946,0.2502927439553397,0.40020179748535156,0.3185544013977051,0.3476858139038086,0.12702008656093053,0.022888966969081333,-0.006242445537022183
innovation_gru,275000001,valid:lambda3:273000006:neural,lambda3,5,neural,18,3,15,0.6111111111111112,0.6666666666666666,0.5333333333333333,0.7333333333333333,-0.1111111111111111,0.16666666666666666,-0.0333333333333333,0.24352476331922743,0.22666067547268337,0.2922297159830729,0.15344072977701823,0.09879340065850152,-0.11565748850504558,0.0231314977010091
innovation_gru,275000001,valid:lambda4:274000001:analytic,lambda4,0,analytic,25,3,22,0.64,0.64,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.11417924880981445,0.10887632369995118,0.12752500447359952,0.12149895321239125,0.0,-0.005302925109863282,0.0007231261513449862
innovation_gru,275000001,valid:lambda4:274000001:neural,lambda4,0,neural,18,3,15,0.2222222222222222,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.05555555555555555,0.05555555555555555,-0.0111111111111111,0.16109069188435873,0.10627147886488172,0.18270041147867838,0.1201791763305664,-0.0027181837293836805,-0.05210102929009332,0.010420205858018658
innovation_gru,275000001,valid:lambda4:274000001:period4_hold,lambda4,0,period4_hold,1641,3,1638,0.6569165143205362,0.5502742230347349,0.6581196581196581,0.5506715506715507,0.0006093845216331506,-0.10725167580743449,0.0001964316406729144,0.011328856295597836,0.013951852073181264,0.011252458424504131,0.013910128374530574,-2.981554364954677e-05,0.002652811321232974,-4.858628793468628e-06
innovation_gru,275000001,valid:lambda4:274000002:neural,lambda4,1,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda4:274000002:period4_hold,lambda4,1,period4_hold,1641,3,1638,0.5106642291285801,0.5722120658135283,0.5097680097680097,0.5714285714285714,0.0,0.061547836684948204,-0.00011272497561345962,0.018975166704943817,0.012777654228233695,0.019009919757516976,0.012801056525355002,0.0,-0.006197512476710122,1.1350755451851498e-05
innovation_gru,275000001,valid:lambda4:274000002:analytic,lambda4,1,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda4:274000003:period4_hold,lambda4,2,period4_hold,1641,3,1638,0.6252285191956124,0.4990859232175503,0.6257631257631258,0.4993894993894994,0.0,-0.12614259597806216,0.00023103039556421345,0.0545829846174669,0.07801416354670458,0.05453313459552397,0.07800722777188479,0.0,0.023431178929237677,-4.29142471231464e-05
innovation_gru,275000001,valid:lambda4:274000003:analytic,lambda4,2,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda4:274000003:neural,lambda4,2,neural,3,3,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,6.357828776041666e-07,6.357828776041666e-07,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda4:274000004:analytic,lambda4,3,analytic,20,3,17,0.6,0.45,0.5882352941176471,0.4117647058823529,0.0,-0.15,0.026470588235294162,0.12796616554260254,0.2514206886291504,0.14767012876622818,0.29291074416216684,0.0,0.12345452308654785,-0.02178609230939081
innovation_gru,275000001,valid:lambda4:274000004:neural,lambda4,3,neural,15,3,12,0.4,0.4666666666666667,0.4166666666666667,0.5,0.0,0.06666666666666667,-0.01666666666666665,0.1544034004211426,0.1663023312886556,0.17409765720367432,0.1714855432510376,0.013988622029622396,-0.002089691162109375,0.0005224227905273439
innovation_gru,275000001,valid:lambda4:274000004:period4_hold,lambda4,3,period4_hold,47,3,44,0.6595744680851063,0.6382978723404256,0.6818181818181818,0.6590909090909091,0.0,-0.02127659574468085,0.0014506769825918565,0.12151280869828894,0.12516831337137424,0.1246414292942394,0.12377732450311835,0.00446445383924119,-0.000808949166155876,5.515562496517215e-05
innovation_gru,275000001,valid:lambda4:274000005:neural,lambda4,4,neural,82,3,79,0.9024390243902439,0.8902439024390244,0.9113924050632911,0.8987341772151899,0.0,-0.012195121951219513,0.00046310589688170964,0.017005769217886577,0.0297384203934088,0.017467390132855764,0.030683559707448453,0.0,0.012732651175522223,-0.0004835183990704664
innovation_gru,275000001,valid:lambda4:274000005:period4_hold,lambda4,4,period4_hold,1641,3,1638,0.43144424131627057,0.4893357708714199,0.43040293040293043,0.4884004884004884,0.0,0.0578915295551493,-0.00010602844240865938,0.06706967889935704,0.08588650740914633,0.06719251713909946,0.08604380870476747,0.0,0.01881682850978928,-3.4463055878723725e-05
innovation_gru,275000001,valid:lambda4:274000005:analytic,lambda4,4,analytic,94,3,91,0.8085106382978723,0.8404255319148937,0.8021978021978022,0.8351648351648352,0.0,0.031914893617021274,-0.0010521393500116868,0.0712791808108066,0.06081065725772939,0.07362904391445957,0.0628154042002919,0.0,-0.010468523553077211,0.00034511616109045816
innovation_gru,275000001,valid:lambda4:274000006:period4_hold,lambda4,5,period4_hold,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000001,valid:lambda4:274000006:analytic,lambda4,5,analytic,5,3,2,1.0,0.8,1.0,1.0,-0.2,0.0,0.0,0.0,0.1291719436645508,0.0,0.0,0.1291719436645508,0.0,0.0
innovation_gru,275000001,valid:lambda4:274000006:neural,lambda4,5,neural,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000001:analytic,lambda3,0,analytic,9,3,6,0.5555555555555556,0.7777777777777778,0.5,0.6666666666666666,0.1111111111111111,0.1111111111111111,-0.055555555555555525,0.22519874572753906,0.11738501654730903,0.2120375633239746,0.17607752482096353,-0.08384037017822266,-0.02397335900200738,0.011986679501003697
innovation_gru,275000002,valid:lambda3:273000001:neural,lambda3,0,neural,9,3,6,0.5555555555555556,0.7777777777777778,0.5,0.6666666666666666,0.1111111111111111,0.1111111111111111,-0.055555555555555525,0.22519874572753906,0.11738501654730903,0.2120375633239746,0.17607752482096353,-0.08384037017822266,-0.02397335900200738,0.011986679501003697
innovation_gru,275000002,valid:lambda3:273000001:period4_hold,lambda3,0,period4_hold,1641,3,1638,0.6294942108470445,0.6185252894576477,0.6288156288156288,0.6178266178266179,0.0,-0.010968921389396709,2.0089599614241116e-05,0.017472573564518958,0.017776627281974686,0.017504574615003425,0.017809185207399547,0.0,0.0003040537174557274,-5.5687494039463e-07
innovation_gru,275000002,valid:lambda3:273000002:neural,lambda3,1,neural,5,3,2,0.6,1.0,1.0,1.0,0.4,0.0,0.0,0.038322830200195314,0.0,0.0,0.0,-0.038322830200195314,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000002:period4_hold,lambda3,1,period4_hold,12,3,9,0.8333333333333334,0.75,0.7777777777777778,0.6666666666666666,0.0,-0.08333333333333333,0.027777777777777832,0.03688577810923258,0.05165278911590576,0.04918103747897678,0.06887038548787434,0.0,0.014767011006673178,-0.004922337002224388
innovation_gru,275000002,valid:lambda3:273000002:analytic,lambda3,1,analytic,5,3,2,0.6,1.0,1.0,1.0,0.4,0.0,0.0,0.038322830200195314,0.0,0.0,0.0,-0.038322830200195314,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000003:period4_hold,lambda3,2,period4_hold,1641,3,1638,0.49664838513101767,0.5563680682510664,0.49633699633699635,0.5555555555555556,0.0006093845216331506,0.0591102985984156,-0.0001082606201436298,0.017086187853165184,0.011657219554940642,0.016869496804308395,0.011678569773905734,-0.00024753107957764417,-0.005181437218646899,9.489811755762113e-06
innovation_gru,275000002,valid:lambda3:273000003:analytic,lambda3,2,analytic,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000003:neural,lambda3,2,neural,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000004:analytic,lambda3,3,analytic,102,3,99,0.7843137254901961,0.7843137254901961,0.7777777777777778,0.7878787878787878,-0.00980392156862745,0.00980392156862745,-0.0002970885323826042,0.06445548113654642,0.05829324909285003,0.06640867753462358,0.058455438324899384,0.0015570883657418046,-0.007719320409438189,0.0002339188002860081
innovation_gru,275000002,valid:lambda3:273000004:neural,lambda3,3,neural,105,3,102,0.7904761904761904,0.8380952380952381,0.7843137254901961,0.8431372549019608,-0.009523809523809525,0.05714285714285714,-0.0016806722689075779,0.06361322402954102,0.03954262960524786,0.06548420120688046,0.039148559757307466,0.0015126001267206101,-0.025583194551013766,0.0007524468985592309
innovation_gru,275000002,valid:lambda3:273000004:period4_hold,lambda3,3,period4_hold,61,3,58,0.6885245901639344,0.5245901639344263,0.7068965517241379,0.5344827586206896,0.0,-0.16393442622950818,0.008479366873940103,0.10160793241907339,0.12925183968465837,0.1019235479420629,0.13099731248000573,0.0,0.027643907265584976,-0.0014298572723578547
innovation_gru,275000002,valid:lambda3:273000005:neural,lambda3,4,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000005:period4_hold,lambda3,4,period4_hold,1641,3,1638,0.6611822059719683,0.6361974405850092,0.6611721611721612,0.6355311355311355,0.0006093845216331506,-0.025594149908592323,4.687573243333798e-05,0.016710366656473685,0.01706366521566834,0.016686014348916228,0.01709491734976297,-5.485690417339132e-05,0.00040815546336804565,-7.475374786958255e-07
innovation_gru,275000002,valid:lambda3:273000005:analytic,lambda3,4,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda3:273000006:period4_hold,lambda3,5,period4_hold,1641,3,1638,0.5923217550274223,0.6581352833638026,0.5921855921855922,0.6575091575091575,0.0006093845216331506,0.06520414381474711,-0.00011942150881820435,0.059042775144234144,0.05623733982816111,0.0590514586522029,0.056340338619055186,-9.927162667878294e-05,-0.002706163689394247,4.956343753464033e-06
innovation_gru,275000002,valid:lambda3:273000006:analytic,lambda3,5,analytic,14,3,11,0.5714285714285714,0.5714285714285714,0.45454545454545453,0.45454545454545453,0.0,0.0,0.0,0.27956104278564453,0.19356822967529297,0.3558049635453658,0.24635956504128195,0.0,-0.08599281311035156,0.023452585393732267
innovation_gru,275000002,valid:lambda3:273000006:neural,lambda3,5,neural,18,3,15,0.6111111111111112,0.6111111111111112,0.5333333333333333,0.5333333333333333,0.0,0.0,0.0,0.2335544162326389,0.2196630901760525,0.2802652994791667,0.26359570821126305,0.0,-0.013891326056586372,0.0027782652113172556
innovation_gru,275000002,valid:lambda4:274000001:analytic,lambda4,0,analytic,25,3,22,0.44,0.6,0.4090909090909091,0.6363636363636364,-0.04,0.2,-0.027272727272727226,0.30922369003295896,0.23565610885620117,0.34916641495444556,0.26124362512068316,0.003804473876953125,-0.07737205505371093,0.01055073478005146
innovation_gru,275000002,valid:lambda4:274000001:neural,lambda4,0,neural,18,3,15,0.2222222222222222,0.2222222222222222,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.23954666985405815,0.11777914894951715,0.2768475850423177,0.1307265599568685,0.0,-0.12176752090454102,0.024353504180908203
innovation_gru,275000002,valid:lambda4:274000001:period4_hold,lambda4,0,period4_hold,1641,3,1638,0.42230347349177333,0.47592931139549055,0.4230769230769231,0.47680097680097683,0.0,0.05362583790371724,-9.821582033651272e-05,0.02097984263985568,0.018046239612307367,0.020921120567927286,0.017982144641061116,0.0,-0.0029336030275483164,5.372899317854143e-06
innovation_gru,275000002,valid:lambda4:274000002:neural,lambda4,1,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda4:274000002:period4_hold,lambda4,1,period4_hold,1641,3,1638,0.3808653260207191,0.3863497867154174,0.3797313797313797,0.38522588522588525,0.0,0.005484460694698354,-1.0044799807176069e-05,0.019474158702573713,0.019339519764576506,0.019509825659904435,0.019374940130445693,0.0,-0.00013463893799720779,2.4659146153420647e-07
innovation_gru,275000002,valid:lambda4:274000002:analytic,lambda4,1,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda4:274000003:period4_hold,lambda4,2,period4_hold,1641,3,1638,0.44302254722730045,0.6124314442413162,0.4438339438339438,0.612942612942613,0.0006093845216331506,0.1687995124923827,-0.0003091566162864712,0.09671475449979923,0.07665473211835899,0.09687754886636513,0.0767951236539708,-1.4310926289764721e-05,-0.020045711455150467,3.6713757243858613e-05
innovation_gru,275000002,valid:lambda4:274000003:analytic,lambda4,2,analytic,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda4:274000003:neural,lambda4,2,neural,3,3,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,6.357828776041666e-07,6.357828776041666e-07,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda4:274000004:analytic,lambda4,3,analytic,20,3,17,0.45,0.55,0.4117647058823529,0.5882352941176471,-0.05,0.15,-0.026470588235294162,0.1965261936187744,0.1509399890899658,0.22832898532643037,0.15580373651841106,0.016060256958007814,-0.061646461486816406,0.010878787321202898
innovation_gru,275000002,valid:lambda4:274000004:neural,lambda4,3,neural,15,3,12,0.3333333333333333,0.5333333333333333,0.4166666666666667,0.5833333333333334,0.06666666666666667,0.13333333333333333,-0.033333333333333354,0.2998742421468099,0.0991908073425293,0.33437315622965497,0.10508191585540771,-0.017250442504882814,-0.18343299229939777,0.04585824807484948
innovation_gru,275000002,valid:lambda4:274000004:period4_hold,lambda4,3,period4_hold,47,3,44,0.5106382978723404,0.5319148936170213,0.5454545454545454,0.5454545454545454,0.02127659574468085,0.0,0.0,0.19619623143622217,0.16309666126332384,0.1985360709103671,0.16906054453416305,-0.00550546037389877,-0.027594109798999542,0.0018814165772044998
innovation_gru,275000002,valid:lambda4:274000005:neural,lambda4,4,neural,82,3,79,0.8536585365853658,0.9024390243902439,0.8607594936708861,0.9113924050632911,0.0,0.04878048780487805,-0.0018524235875269496,0.04977406525030369,0.017302687575177448,0.05148005183738998,0.016025096555299396,0.0016864450966439595,-0.0341578227717702,0.0012971325103203826
innovation_gru,275000002,valid:lambda4:274000005:period4_hold,lambda4,4,period4_hold,1641,3,1638,0.16819012797074953,0.22486288848263253,0.16666666666666666,0.22344322344322345,0.0,0.056672760511883,-0.00010379626467379999,0.1317840836383743,0.12132929033945422,0.13202544642892075,0.12155150515692574,0.0,-0.010454793298920068,1.9147973074942412e-05
innovation_gru,275000002,valid:lambda4:274000005:analytic,lambda4,4,analytic,94,3,91,0.7340425531914894,0.7978723404255319,0.7252747252747253,0.8021978021978022,-0.010638297872340425,0.07446808510638298,-0.0024549918166940077,0.12382904012152489,0.07037639617919922,0.12791131616948725,0.07101696140163548,0.0016259335457010473,-0.05507857748802672,0.0018157772798250565
innovation_gru,275000002,valid:lambda4:274000006:period4_hold,lambda4,5,period4_hold,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000002,valid:lambda4:274000006:analytic,lambda4,5,analytic,5,3,2,0.4,0.6,1.0,1.0,0.2,0.0,0.0,0.29987010955810545,0.12917213439941405,0.0,0.0,-0.1706979751586914,0.0,0.0
innovation_gru,275000002,valid:lambda4:274000006:neural,lambda4,5,neural,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000001:analytic,lambda3,0,analytic,9,3,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.24557367960611978,0.24557367960611978,0.1246045430501302,0.1246045430501302,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000001:neural,lambda3,0,neural,9,3,6,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.24557367960611978,0.24557367960611978,0.1246045430501302,0.1246045430501302,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000001:period4_hold,lambda3,0,period4_hold,1641,3,1638,0.5764777574649604,0.6185252894576477,0.5763125763125763,0.6184371184371185,0.0,0.04204753199268738,-7.701013185481415e-05,0.01863303684302033,0.01810700075427328,0.01866716270190601,0.01796660027370057,0.00017324560375783153,-0.0006992816925048828,1.2807357005588382e-06
innovation_gru,275000003,valid:lambda3:273000002:neural,lambda3,1,neural,5,3,2,0.8,0.8,0.5,0.5,0.0,0.0,0.0,0.09844961166381835,0.09844961166381835,0.2461240291595459,0.2461240291595459,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000002:period4_hold,lambda3,1,period4_hold,12,3,9,0.6666666666666666,0.5833333333333334,0.5555555555555556,0.4444444444444444,0.0,-0.08333333333333333,0.027777777777777832,0.07019261519114177,0.1321022113164266,0.09359015358818902,0.17613628175523546,0.0,0.06190959612528483,-0.020636532041761614
innovation_gru,275000003,valid:lambda3:273000002:analytic,lambda3,1,analytic,5,3,2,0.8,0.8,0.5,0.5,0.0,0.0,0.0,0.09844961166381835,0.09844961166381835,0.2461240291595459,0.2461240291595459,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000003:period4_hold,lambda3,2,period4_hold,1641,3,1638,0.4186471663619744,0.6106032906764168,0.4181929181929182,0.6098901098901099,0.0006093845216331506,0.19134673979280925,-0.0003504519043824872,0.018183366181572933,0.00891527963948642,0.017968684616834107,0.008931607990474492,-0.00024753107957764417,-0.009020555462508868,1.652116385074745e-05
innovation_gru,275000003,valid:lambda3:273000003:analytic,lambda3,2,analytic,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000003:neural,lambda3,2,neural,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation_gru,275000003,valid:lambda3:273000004:analytic,lambda3,3,analytic,102,3,99,0.8137254901960784,0.7647058823529411,0.8080808080808081,0.7676767676767676,-0.00980392156862745,-0.0392156862745098,0.0011883541295306388,0.04220771789550781,0.06705112083285462,0.04348673964991714,0.0674787001176314,0.0015570883657418046,0.02328631457160501,-0.0007056458961092471
